Customer ID,Customer Name,Company Name,DBA Name,Credit Insurance Amount
"56578","11610-126","1 Post Oak Circle","","90000"
"56579","11610-130","904-932 West Dallas","","90000"
"56580","11610-131","16244 South Post Oak","","90000"
"56581","11610-132","15344 Brass Nail Rd","","90000"
"56582","11610-133","4400 N Freeway","","90000"
"56583","11610-134","11743 Termini-san Luis Pass Rd","","90000"
"56584","11610-135","1055 Bay Area Blvd","","90000"
"56585","11610-136","1290 Hercules Avenue","","90000"
"56586","11610-137","4001 Corder Street # 263","","90000"
"56587","11610-138","4720 Clinton Drive","","90000"
"56588","11610-139","2675 Wilcrest Dr","","90000"
"56589","11610-140","1290 Hercules Ave","","90000"
"56590","11610-141","301 Franklin St","","90000"
"56591","11610-142","14742 Jack Gibbs Rd","","90000"
"56592","11610-143","5055 South Loop East","","90000"
"56593","11610-144","5902 Brittmoore","","90000"
"56594","11610-145","11848 Calvery Rd","","90000"
"56595","11610-150","20055 Toccoa Dr","","90000"
"56596","11610-151","13939 Northwest Fwy","","90000"
"56597","11610-160","12556 State Highway 3","","90000"
"56598","11610-161","12917 Nothwest Freeway","","90000"
"56599","11610-162","6410 Cavalcade Street","","90000"
"56600","11610-163","517 Wellesley Dr","","90000"
"56601","11610-164","834 Little John Lane","","90000"
"56602","11610-165","1313 Herman","","90000"
"56603","11610-167","10511 Killdear Ct","","90000"
"56604","11610-168","6534 Stuebner Airline RD","","90000"
"56605","11610-169","12556 Galveston Rd","","90000"
"56606","11610-170","4118 Fannin St","","90000"
"56607","11610-171","7150 Almeda Genoa Rd","","90000"
"56608","11610-172","8560 Gulf Freeway","","90000"
"56609","11610-173","14203 Firecracker ln","","90000"
"56610","11610-174","12950 Carvel Dr","","90000"
"56611","11610-175","29.5088115, -95.5519159","","90000"
"56612","11610-177","23598 Loop 494","","90000"
"56613","11610-178","12305 Kurland Dr","","90000"
"56614","11610-200","2316 Atascocity Rd","","90000"
"56615","11610-201","1245 W 18th St","","90000"
"56616","11610-202","12200 Northwest Freeway","","90000"
"56617","11610-300","7701 Wilshire Place","","90000"
"56618","11610-301","8918 Bay Lodge Road","","90000"
"56619","11610-302","10550 Ella Blvd","","90000"
"56620","11610-303","88011 Elvera Street","","90000"
"56621","11610-304","775 Gellhorn Dr","","90000"
"56622","11610-305","5711 Brittmoore Rd","","90000"
"56623","12026-101","12619 Port Rd","","25000"
"56654","501258","TEST NATIONAL CHILD (to delete)","","50000"
"56656","12943","Atlas Fuel Services, LLC","","25000"
"56657","12944","4C Logistic Solutions","","0"
"56668","12945","Bart's Electric Company","","25000"
"56669","12946","CMS Wireless, LLC","Ontivity, LLC","25000"
"56872","12947","Bronco Electric, Inc","","25000"
"56883","12934-101","29.982000, -95.348972","","30000"
"56884","12950","Permian Power Tong, Inc","","50000"
"56896","501260","Test Lead 2 (to delete)","","50000"
"56899","501261","1110 South Ave Suite #304","","50000"
"56901","501263","Nat. Parent (to delete)","","75000"
"56902","501263-101","Nat. Child (to delete)","","75000"
"56903","10988-183","2420 Orange Blossom Drive","","160000"
"56905","10944","McCune Electrical Service, LLC","McCune Electrical Service, LLC","30000"
"56910","501265","Agustin Company (test to delete)","","50000"
"56911","501265-101","Agustin Child Company (test to delete)","","50000"
"56912","12954","Kentucky Fried Chicken (KFC)","AceDeuce 2, LLC","25000"
"56917","501256-103","TEST LOCAL PARENT (to delete) 3","","50000"
"56918","12956","GTG Automation, Inc","","40000"
"56919","12957","Corvus Construction, Inc.","","25000"
"56920","12958","ISJ Underground Utilities, LLC","","40000"
"56921","501268","Skybitz Parent (TD)","","100000"
"56922","501268-101","Skybitz Child 1 (TD)","","100000"
"56923","501268-102","Skybitz Child 2 (TD)","","100000"
"56928","501268-103","Skybitz Child 3 (TD)","","100000"
"56931","12536-105","29.98754, -95.34720","","100000"
"56932","501268-104","Skybitz Child 4 (TD)","","100000"
"56935","501268-105","Skybitz Child 5 (TD)","","100000"
"56936","501275","TEST ACCOUNT 10/29/2025 Approve  (To Delete)","","1200"
"56938","501275-101","1110 South Ave. Suite #303","","1200"
"56940","12960","BCI Water Resources Group, Inc","","12500"
"56943","12962","Mobile Box","ERG Specialty, LLC","0"
"56945","11519-783","4622 Dagg Road","","900000"
"56946","12229-114","3011 County Road 543","","75000"
"56949","11354-169","550 Canino Road","","400000"
"56951","501282","615 FM 2404","","250000"
"56952","10176-107","400 North Highway 377","","60000"
"56953","501284","971 Main Street","","40000"
"56955","12299-459","5520 Highway 80 East","","700000"
"56956","12299-427","111 North Perkins Road","","700000"
"56957","501288","825 9th Street West","","25000"
"56958","501289","4930 Lakeway Drive","","75000"
"56959","11147-101","945 Owego Road","","250000"
"56960","12334-101","1380 Algood Road","","12500"
"56962","10843-101","84 Industry Road","","50000"
"56963","11157-101","2038 US Highway 98 West","","260000"
"56964","11157-102","80 Seven Hills Boulevard","","260000"
"56965","501296","17475 Saturn Lane","","24000"
"56966","501297","9990 Belvedere Road","","500000"
"56968","12037-104","9502 Bayport Boulevard","","12500"
"56972","10176-108","1513 West Eagle Drive","","60000"
"56973","501301","11145 Alcovy Road","","70000"
"56974","11132-114","1028 Richmond Road","","500000"
"56975","501302","3130 Pontchartrain Drive","","700000"
"56977","11538-101","330 Roberts Street","","380000"
"56981","11519-908","620 FM 1033","","900000"
"56982","12971","Kramer Chrysler Dodge Jeep Ram of Madisonville","KM TX Chrys, LLC","0"
"56983","501303","8700 Market Street","","25000"
"56985","12963","Cleaners of America, Inc","","25000"
"56987","501304","19511 IH 45","","500000"
"56988","11547-245","4900 Washington Boulevard","","380000"
"56989","12853-101","14839 North Main Street","","50000"
"56991","11132-417","5511 Deep Lake Road","","500000"
"56992","11234-101","2868 Kilgore Parkway","","150000"
"56993","12903-101","16405 Air Center Boulevard Ste 400","","35000"
"56994","12037-106","4343 Oscar Nelson Drive","","12500"
"56997","12557-103","1910 Highland Shores Drive","","25000"
"56999","12972","CLPF Atlee Station CoOp LLC","","0"
"57000","501307","30.438535, -95.404242","","200000"
"57001","11803","Westminster Bradenton","Presbyterian Retirement Communities, Inc","0"
"57003","12747","United Southwest Fuels","CD Fuels, LLC","60000"
"57004","10014","Abercorn Rehabilitation Center","","0"
"57005","11365","Summit Construction Mgmt Grp LLC","Summit Construction Mgmt Grp LLC","30000"
"57006","12837","Hawthorne Inn of Brandon","","0"
"57007","12894","JDC Creations","","12500"
"57009","10377","CCS DM LLC dba Consys Central","","25000"
"57010","501308","20110 Fort Bend Parkway","","900000"
"57016","501310","14225 Suncrest Road","","100000"
"57017","11519-784","29.198410, -95.399960","","900000"
"57018","11131-101","250 W Mills St","","500000"
"57019","10582-106","2300 South 51st Avenue","","150000"
"57020","10582-107","7575 West Golden Lane","","150000"
"57021","11538-102","209A Industrial Park Drive","","380000"
"57022","12324-106","2407 West Airport Freeway","","70000"
"57024","11916","Engineering Systems Inc","","25000"
"57025","501313","168 Walmart Dr","","500000"
"57027","11639-122","6929 Lakewood Ave","","60000"
"57028","11519-918","5001A FM 1764 Road","","900000"
"57029","11132-115","5001 Taylor Road","","500000"
"57030","11132-116","33501 South Dixie Highway","","500000"
"57031","12854-101","20236 West Broadway Road","","60000"
"57032","11538-103","1150 South Pleasant Hill Boulevard","","380000"
"57033","12331-101","149 Water Works Avenue","","100000"
"57034","11132-117","709 Route 113","","500000"
"57035","11983-125","700 Nichols Street","","200000"
"57036","11983-126","1001 Courtland Road","","200000"
"57037","11132-118","801 James Madison Highway","","500000"
"57038","11983-127","9432 County Road 2310","","200000"
"57040","11337-101","2840 Glenn Hills Drive","","50000"
"57041","11354-154","10045 Rogers Run","","400000"
"57043","11132-221","1200 N Main St","","500000"
"57044","11729-101","2101 Pennsylvania Avenue","","150000"
"57046","12256-104","9431 Bay Area Boulevard","","35000"
"57047","10941-107","29.67996, -94.983093","","150000"
"57048","10941-112","1200 North Broadway Street","","150000"
"57049","11147-102","4500 N. Livermore Avenue","","250000"
"57050","11368-127","12220 Strang Road","","400000"
"57051","11157-103","2656 Parkway","","260000"
"57052","11132-119","10815 State Highway 99 West","","500000"
"57054","12968","J A Drake Well Service","","25000"
"57055","10176-109","400 N Hwy 377","","60000"
"57056","12969","Jomar Electrical Contractors, Inc","Jomar Contractors, Inc","25000"
"57057","12973","T Rex Construction","","12500"
"57061","11577-316","30.310870, -95.208033","","200000"
"57062","12299-204","9 Benton Road","","700000"
"57063","11242-101","22030 Mossy Oaks","","50000"
"57064","10666-101","2012 South Croatan Highway","","40000"
"57065","12912-102","6516 MD Anderson Boulevard","","35000"
"57072","11234-150","31.4922500,-103.4763333","","150000"
"57073","11538-104","2089 West Hill Road","","380000"
"57074","11464-101","601 Poydras Street","","100000"
"57075","10566-101","1316 Red Bank Road","","100000"
"57078","10941-114","2727 Dixie Farm Road","","150000"
"57080","12642","EMC Presents, LLC","EMC Presents BAC, LLC","35000"
"57081","12642-101","155 West 62nd Street","","35000"
"57178","11983-128","951 US Highway 175 West","","200000"
"57179","501320","Custom fields Mapping Tetsing","Custom fields Mapping Tetsing","25000"
"57180","501321","Custom fields Mapping Tetsing","Custom fields Mapping Tetsing","50000"
"57181","11869-102","588 West Alpha Drive","","90000"
"57182","11547-246","150 Mulberry Street","","380000"
"57183","11538-105","1333 Terminal Road","","380000"
"57186","501322","Skybitz Child 6 (TD)","","100000"
"57187","501323","Skybitz Child 7 (TD)","","100000"
"57190","11132-120","980 40th Street NW","","500000"
"57191","12976","Kennedy Fabricating Operations, LLC","","60000"
"57195","10062-1000","1746 Northgate Road","","50000"
"57196","10065-1000","230 W Galbraith Rd","","700000"
"57197","10065-1001","1890 Mines Rd","","700000"
"57198","10065-1002","24171 Youngwood Ln","","700000"
"57199","10065-1003","1 AM/NS Way","","700000"
"57200","10065-1004","2850 Selma Hwy","","700000"
"57201","10065-1005","45 S Bullard Ave","","700000"
"57202","10065-1006","3700 NW 11th Place","","700000"
"57203","10065-1007","990 USS Thomas Jefferson Dr.","","700000"
"57204","10065-1008","397 Marshall St","","700000"
"57205","10065-1009","38111 Van Dyke Avenue","","700000"
"57206","10065-1010","1245 Blowing Rock Blvd","","700000"
"57207","10065-1011","6268 E Molloy Rd","","700000"
"57208","10065-1012","2900 Southern Blvd","","700000"
"57209","10065-1013","5600 Kimberly Way","","700000"
"57210","10065-1014","940 E Pleasant Run Rd","","700000"
"57211","10065-1015","1540 E Parham Rd","","700000"
"57212","10066-1000","67 Pitts Station Road","","180000"
"57213","10066-1001","1021 East Walnut Ave","","180000"
"57214","10066-1002","2221 Northmont Pkwy","","180000"
"57215","10066-1003","2455 South Damen Ave.","","180000"
"57216","10066-1004","1200 S. 10th St","","180000"
"57220","12331-1000","75 N. Bennett St.","","100000"
"57221","12331-1001","75 N. Bennett St.","","100000"
"57222","12331-1002","501 Uran St","","100000"
"57223","12229-1000","3500 Laquinta Rd","","75000"
"57224","12229-1001","30.537139, -97.485167","","75000"
"57225","12347-1000","302 Grumman Road","","12500"
"57226","12347-1001","1041 E Bank street","","12500"
"57227","12347-1002","3411 Pageland Hwy, Suite B","","12500"
"57229","10134-1000","4251 Stack Blvd.","","25000"
"57230","10158-1000","606 NE 7th St","","25000"
"57231","12247-1000","2024 W Paisano Dr","","250000"
"57232","12160-1000","5621 W 85th st","","40000"
"57235","10200-1000","3885 Midway Rd","","40000"
"57236","10224-1000","306 West Brock Avenue","","25000"
"57237","12506-1000","34378 Terminal Ct","","90000"
"57241","10255-1000","5230 Pearl Dr.","","25000"
"57242","10255-1001","111 N Chapel Ave","","25000"
"57243","10263-1000","34.799153, -110.482086","","100000"
"57244","10263-1001","1501 Conns Creek Rd.","","100000"
"57245","10263-1002","9451 McArrell Dr","","100000"
"57246","10263-1003","3101 SW Highway P","","100000"
"57247","10263-1004","1492 Parr Road","","100000"
"57248","10263-1005","620 FM1033","","100000"
"57249","10263-1006","3286 CO Rd 79","","100000"
"57250","10263-1007","7225 E US Hwy 277","","100000"
"57251","10263-1008","853 FM 611 S","","100000"
"57252","10264-1000","100 Gordon Dr","","150000"
"57253","10278-1000","33.594840, -91.794730","","120000"
"57254","12248-1000","17915 FM 2004","","180000"
"57255","12248-1001","6800 Harborside Drive","","180000"
"57256","12418-1000","250 Woodette Dr","","80000"
"57257","12418-1001","7305 Hannover Pkwy","","80000"
"57258","12418-1002","3078 Clairmont Rd","","80000"
"57261","12159-1000","9125 Henderson Rd","","60000"
"57262","12159-1001","5701 E Hillsborough Ave #1120","","60000"
"57263","12159-1002","8725 Henderson Rd","","60000"
"57265","12924-1000","287 Green View Rd","","25000"
"57266","11758-1000","12660 Bonita Beach Road,","","25000"
"57267","10353-1000","12800 N. Anderson Rd.","","100000"
"57268","12170-1000","12544 STATE ROAD 23","","50000"
"57269","12077-1000","100 E State Rd 231","","60000"
"57270","12077-1001","12544 State Road 23","","60000"
"57271","12077-1002","19818 Kelly Road","","60000"
"57272","11781-1000","105 Commerical Center Drive","","25000"
"57273","10384-1000","170 N. Center Street","","25000"
"57274","11639-1000","1546 China Grade Loop","","60000"
"57275","11639-1001","720 S Colorado Blvd","","60000"
"57276","11639-1002","100 Business Park Way","","60000"
"57277","11639-1003","233 West Hancock Ave.","","60000"
"57278","11639-1004","2189 Cleveland, Rd","","60000"
"57279","11639-1005","311 North Patterson Street","","60000"
"57280","11639-1006","39.403752, -87.699315","","60000"
"57281","11639-1007","7320 Broadway","","60000"
"57282","11639-1008","5121 Delmar Blvd","","60000"
"57283","11639-1009","450 W. Hanes Mill Rd","","60000"
"57284","11639-1010","28975 Logan Elm Rd","","60000"
"57285","11639-1011","430 Altair Pkwy","","60000"
"57286","11639-1012","722 Buckles Ct N","","60000"
"57287","11639-1013","3291 Lovelace Crossing","","60000"
"57288","11639-1014","175 Private Rd 4660","","60000"
"57289","11639-1015","15255 Lost Hills Rd","","60000"
"57290","11639-1016","266 Center St","","60000"
"57291","11639-1017","2315 NW 13th Street","","60000"
"57292","11639-1018","1950 W Tennessee St 7265","","60000"
"57293","11639-1019","2444 Mayport Road CL65","","60000"
"57294","11639-1020","838 Cobb Mountain Rd","","60000"
"57295","11639-1021","864 Spring St North Tower","","60000"
"57296","11639-1022","1524 N State Highway","","60000"
"57297","11639-1023","256 Burris Rd","","60000"
"57298","11639-1024","1200 Medical Center Parkway","","60000"
"57299","11639-1025","560 High St.","","60000"
"57300","11639-1026","1416 Greensburg Pike N,","","60000"
"57301","11639-1027","4693 US 41","","60000"
"57302","11639-1028","4403 Rossville Blvd","","60000"
"57303","11639-1029","11340 TN 211","","60000"
"57304","11639-1030","15340 S US Hwy 87","","60000"
"57305","11639-1031","9573 State Highway 158 W","","60000"
"57306","11639-1032","5570 Palo Pinto Hwy","","60000"
"57307","11639-1033","4994 W Lake Rd","","60000"
"57308","11639-1034","6061 Antelope Trial","","60000"
"57309","11639-1035","138 Grill Rd.","","60000"
"57310","11639-1036","2452 S SEMINOLE TRAIL","","60000"
"57311","11639-1037","125 Old Courthouse Turnpike","","60000"
"57312","12251-1000","321 John Sartain St.","","30000"
"57313","12251-1001","8409 Tejas Loop","","30000"
"57314","11924-1000","32.54731, -96.736252","","70000"
"57315","11924-1001","1300 Meadowville Rd","","70000"
"57316","11924-1002","11145 Alvocy Road","","70000"
"57317","11924-1003","31101 Edison Road","","70000"
"57318","11924-1004","55001 Larrison Blvd","","70000"
"57319","11924-1005","4400 Hart Road","","70000"
"57320","11924-1006","503 N Hillcrest Dr","","70000"
"57321","11924-1007","45865 Maries Road","","70000"
"57322","12320-1000","5875 N Lindbergh Blvd","","30000"
"57329","12819-1000","1901 Kirkland Dr.","","25000"
"57331","10454-1000","33 Market St","","12500"
"57332","10458-1000","30.9126667, -96.6032778","","60000"
"57333","10458-1001","30.884530, -96.527315","","60000"
"57334","10458-1002","12760 Clear Lake Rd","","60000"
"57335","10458-1003","7815 Bickham Cemetery RD","","60000"
"57336","10458-1004","3922 Winding Rd","","60000"
"57337","10458-1005","10996 Lutz Farm Rd","","60000"
"57338","11710-1000","715 Airtech Pkwy","","25000"
"57339","11710-1001","370 N Davis Drive","","25000"
"57340","10478-1000","3200 Rolling Oaks Blvd","","250000"
"57341","10478-1001","7701 East Colonial Drive","","250000"
"57342","10478-1002","904 Cypress Pkwy","","250000"
"57343","10478-1003","10237 Bay Pines Blvd","","250000"
"57344","10478-1004","4306 US Hwy 19","","250000"
"57345","10478-1005","23106 Us Highway 19 N","","250000"
"57346","10478-1006","2725 Scherer Drive","","250000"
"57347","10478-1007","28400 SR 520","","250000"
"57348","10478-1008","1771 Dunlawton","","250000"
"57349","10478-1009","5525 Benchmark Ln","","250000"
"57350","10478-1010","12249 Science Dr.","","250000"
"57351","10478-1011","2677 Roosevelt Blvd","","250000"
"57352","10478-1012","5991 S Goldenrod Rd","","250000"
"57353","10478-1013","1450 Johns Lake Rd","","250000"
"57354","10478-1014","8001 US HWY 19 N","","250000"
"57355","10478-1015","13350 US 19","","250000"
"57356","10478-1016","3343 Daniels Rd.","","250000"
"57357","10478-1017","3525 US Hwy 27 N","","250000"
"57358","10478-1018","550 Us Highway 27","","250000"
"57359","10478-1019","10500 W Colonial Dr","","250000"
"57360","10478-1020","1900 S Jefferson Street","","250000"
"57361","10478-1021","8990 Turkey Lake Rd","","250000"
"57362","10478-1022","990 Missouri Ave North","","250000"
"57363","10478-1023","201 34th St N","","250000"
"57364","10488-1000","402 N. King Road","","12500"
"57365","10488-1001","32.948065, -97.305551","","12500"
"57366","10493-1000","32.3438056, -93.2372222","","25000"
"57367","10493-1001","34.5913056, -98.3731111","","25000"
"57368","10493-1002","35.0592222, -95.8420278","","25000"
"57369","10493-1003","32.185229, -94.120627","","25000"
"57370","10508-1000","3100-3180 CR-751","","100000"
"57371","10508-1001","S 130th St","","100000"
"57372","10508-1002","NW Chipman Rd","","100000"
"57373","10508-1003","38.988194, -90.964583","","100000"
"57374","10508-1004","44.517960, -98.975370","","100000"
"57375","10508-1005","101 Burnsway Dr","","100000"
"57376","10508-1006","11296 US-67","","100000"
"57377","10508-1007","3256 Walden Rd","","100000"
"57378","10516-1000","502 St Highway 349","","150000"
"57379","10516-1001","9633 County Rd 4096","","150000"
"57380","10516-1002","2276 FM 2949","","150000"
"57381","10516-1003","502 TX-349","","150000"
"57382","10516-1004","996 County Rd 3538","","150000"
"57383","10516-1005","502 ST HWY 349","","150000"
"57384","10523-1000","4317 West Memorial Rd","","100000"
"57386","12774-1000","24655 Bellaire Blvd","","25000"
"57387","12282-1000","6384 Harney Rd","","160000"
"57388","12282-1001","1958 Summit Park Dr","","160000"
"57389","12282-1002","5223 ORIENT RD","","160000"
"57390","12282-1003","17030 Mentmore Blvd","","160000"
"57391","12282-1004","1785 S Suncoast Blvd","","160000"
"57392","12282-1005","1200 W 20th St","","160000"
"57393","12282-1006","358 9 Mile Rd","","160000"
"57394","12282-1007","2200 Tallevast Rd","","160000"
"57395","12282-1008","806 6th Avenue South","","160000"
"57396","12282-1009","2227 E 12th","","160000"
"57397","12282-1010","5656 S 122nd Ave E","","160000"
"57398","12282-1011","28349 East 131st ST South","","160000"
"57399","12282-1012","24976 TX 321","","160000"
"57400","12549-1000","103 Monarch Drive","","60000"
"57404","11915-1000","8480 Rattlesnake Hammock Rd","","12500"
"57405","11915-1001","251 N. Cleveland Massillion Rd","","12500"
"57407","12107-1000","4927 Clark Rd.","","25000"
"57408","12107-1001","1601 38th Ave. N","","25000"
"57409","10547-1000","1127 Bryn Mawr Ave Suite A","","60000"
"57410","10547-1001","2955 West Corporate Lakes Blvd","","60000"
"57411","10547-1002","9143 Philips Hwy Suite 533","","60000"
"57412","10547-1003","3108 Jackson St","","60000"
"57413","10547-1004","2 Technology Drive","","60000"
"57414","10547-1005","8370 Wolf Lake Drive Suite 107","","60000"
"57415","10547-1006","2280 West Alexander St","","60000"
"57416","10547-1007","105 Bradley Drive","","60000"
"57417","10547-1008","3375 Koapaka St","","60000"
"57418","10547-1009","4621 121st St","","60000"
"57419","10547-1010","8351 W. Rockville Rd","","60000"
"57420","10547-1011","444 DeAnna LN Ste D","","60000"
"57424","10562-1000","32.157611, -101.721611","","100000"
"57426","10566-1000","2500 West 10th Street","","100000"
"57427","10566-1001","250 N Martin Luther King Blvd","","100000"
"57428","10566-1002","250 W Mills St","","100000"
"57429","10566-1003","965 Old Folkstone Rd","","100000"
"57430","10566-1004","4827 Grove Barton Rd","","100000"
"57431","10566-1005","77 State Hwy 57 N","","100000"
"57432","10566-1006","1316 Redbank Rd","","100000"
"57433","10566-1007","9616 Hwy 707","","100000"
"57434","10566-1008","1085-D Old Clemson Hwy","","100000"
"57435","10566-1009","2915 W. 5th North Street","","100000"
"57436","10566-1010","2409 Taylor Rd","","100000"
"57437","10566-1011","577 Madison Rd","","100000"
"57438","10566-1012","198 Scottsville Center","","100000"
"57439","10566-1013","2070 Nickerson Blvd","","100000"
"57440","10566-1014","748 Independence Blvd","","100000"
"57441","10566-1015","5734 Churchland Blvd","","100000"
"57442","10566-1016","10880 Warwick Blvd","","100000"
"57443","10566-1017","3539 Airline Blvd","","100000"
"57444","10566-1018","13103 Boydton Plank Rd","","100000"
"57445","10566-1019","7525 Tidewater Dr","","100000"
"57446","10566-1020","690 King St","","100000"
"57447","10566-1021","1316 Red Rank Rd","","100000"
"57448","10566-1022","7550 Dorchester Rd","","100000"
"57449","10566-1023","9801 Chester Rd.","","100000"
"57450","10582-1000","7575 W Golden Lane","","150000"
"57451","10582-1001","2300 S 51st Ave , Suite 100","","150000"
"57452","10582-1002","562 N 40th Street","","150000"
"57453","10582-1003","3134 N Freeway Industrial Loop","","150000"
"57454","10582-1004","6701 Philips Industrial Blvd","","150000"
"57455","10582-1005","1320 JOE BATTLE BLVD","","150000"
"57456","10582-1006","4705 Pylon St","","150000"
"57457","10582-1007","9301 Stoneview Dr","","150000"
"57458","10582-1008","2465 Golden Bear Ct Ste 120","","150000"
"57459","12817-1000","501 High Dessert Drive","","25000"
"57460","10621-1000","44-500 Indian Wells Ln","","25000"
"57463","10638-1000","5405 West Cypress Street","","25000"
"57464","12788-1000","12103 BURKE ST","","120000"
"57465","12324-1000","200 W. EXPRESSWAY 83","","70000"
"57466","12324-1001","1095 WEST BUSINESS 77","","70000"
"57467","12324-1002","14087 O'CONNOR RD,","","70000"
"57468","12757-1000","33.033139, -99.602417","","250000"
"57469","12757-1001","35.1034444, -101.5768056","","250000"
"57470","12666-1000","2400 WI-69","","30000"
"57471","10666-1000","4800 First Coast Hwy","","40000"
"57472","10666-1001","28528 MARLBORO AVE","","40000"
"57473","10666-1002","975 Savannah Hwy","","40000"
"57474","10666-1003","2035 SC-41","","40000"
"57475","10666-1004","680 Bacons Bridge Rd","","40000"
"57476","10666-1005","7550 Granby St","","40000"
"57477","10666-1006","3249 Tyre Neck Rd","","40000"
"57478","10666-1007","42415 Ryan Rd","","40000"
"57479","10666-1008","4540 Princess Anne Rd","","40000"
"57480","10666-1009","2129 General Booth Blvd","","40000"
"57481","10666-1010","2110 N Great Neck Sq","","40000"
"57482","10666-1011","1069 Independence Blvd","","40000"
"57483","10666-1012","1320 Colonial Ave","","40000"
"57484","10666-1013","4641 Duke St","","40000"
"57485","12069-1000","17510 W. Grand Parkway South","","12500"
"57486","12131-1000","851 West Lumsden Road","","25000"
"57487","12837-1000","859 W Lumsden Dr","","0"
"57488","10669-1000","9879 North Loop Dr","","80000"
"57490","10678-1000","ATT - THFKMTR0077","","60000"
"57491","10678-1001","1100 W Fair Oaks,","","60000"
"57492","10678-1002","720 Shelton Road","","60000"
"57493","10678-1003","18300 McGuire Ridge Rd","","60000"
"57494","10678-1004","3181 Southeast County Line Road","","60000"
"57495","10678-1005","4746 SR 60 E","","60000"
"57496","10678-1006","541 Gilead Church Rd.","","60000"
"57497","10678-1007","3900 Hilltop Road","","60000"
"57498","10678-1008","5865 SR 56 W","","60000"
"57499","10678-1009","800 Lombard-Chuckery Road","","60000"
"57500","10678-1010","212 South Main Street","","60000"
"57501","10684-1000","1302 Enterprise Blvd","","60000"
"57502","10684-1001","32.076250, -103.668889","","60000"
"57503","10693-1000","3000 W 10th St","","60000"
"57504","10693-1001","323 S Chadbourne St","","60000"
"57505","10176-1000","910 E Houston St","","60000"
"57506","10176-1001","353 Long Creek Rd","","60000"
"57507","10176-1002","3710 Gourley Rd","","60000"
"57508","10176-1003","1600 Calhoun St","","60000"
"57509","10176-1004","5400 E Mockingbird ln","","60000"
"57510","12435-1000","3607 N Armenia Ave","","25000"
"57514","10751-1000","209 N Main St","","200000"
"57515","10751-1001","9250 Mirror Lake Circle","","200000"
"57516","10751-1002","9625 Mirror Lake Circle","","200000"
"57517","12721-1000","6206 S County Rd 1270","","110000"
"57520","12894-1000","1 Colony Drive","","12500"
"57521","12614-1000","61025 US #11","","25000"
"57523","11903-1000","1111 Polaris Parkway","","120000"
"57524","12835-1000","27.653889, -99.561083","","35000"
"57525","12835-1001","100 Seymour Rd","","35000"
"57527","12209-1000","3964 Gourrier Ave.","","100000"
"57528","12209-1001","12181 CHAPEL HILL RD","","100000"
"57530","12038-1000","11264 Allen Rd","","60000"
"57531","12472-1000","3275 Miller Parkway","","60000"
"57532","10860-1000","3450 Hopson Rd","","50000"
"57533","10860-1001","2600 Regent Blvd","","50000"
"57534","10864-1000","1061 Saint Augustine Rd","","80000"
"57535","10864-1001","8551 NW 160 th Street","","80000"
"57536","10864-1002","216 Pull Back Rd","","80000"
"57537","10864-1003","7951 Glades Rd","","80000"
"57538","10864-1004","6355 Heckscher Drive","","80000"
"57540","10872-1000","410 Howard Ave","","60000"
"57542","10880-1000","9174 South Jamaica St","","25000"
"57543","10880-1001","457 Thurman Rd","","25000"
"57544","10880-1002","34066 T Road","","25000"
"57545","10880-1003","90 Boston Hill Road","","25000"
"57546","10880-1004","3712 Steelhammer Lane","","25000"
"57547","10880-1005","13611 Cabezut Dr.","","25000"
"57548","12126-1000","3989 N I-45 Frontage Road","","35000"
"57550","12826-1000","41.059470, -80.040400","","12500"
"57551","10905-1000","31.191108, -94.782369","","75000"
"57552","10905-1001","34.944554, -110.324384","","75000"
"57553","10905-1002","39.261848, -103.691338","","75000"
"57554","10905-1003","39.136510, -103.479970","","75000"
"57555","10905-1004","38.762167, -102.787667","","75000"
"57556","10905-1005","38.835941, -103.075417","","75000"
"57557","10905-1006","37.880420, -84.261090","","75000"
"57558","10905-1007","102 N Main St.","","75000"
"57559","10905-1008","41.145575, -102.629220","","75000"
"57560","10905-1009","42.075230, -103.973490","","75000"
"57561","10905-1010","41.733013, -103.384182","","75000"
"57562","10905-1011","41.593750, -102.849450","","75000"
"57563","10905-1012","41.498816, -102.620184","","75000"
"57564","10905-1013","41.33189, -102.142632","","75000"
"57565","10905-1014","41.286732, -101.606621","","75000"
"57566","10905-1015","35.361240, -108.032040","","75000"
"57567","10905-1016","34.6385, -106.7707","","75000"
"57568","10905-1017","33.949806, -98.663528","","75000"
"57569","10905-1018","33.233973, -97.579800","","75000"
"57570","10905-1019","41.606750, -108.419361","","75000"
"57571","10905-1020","41.5916389, -109.9731667","","75000"
"57572","10905-1021","41.587889, -109.217556","","75000"
"57573","10905-1022","41.788377, -107.220352","","75000"
"57574","10905-1023","41.054393, -104.896383","","75000"
"57575","10905-1024","41.625870, -108.266230","","75000"
"57576","10905-1025","41.670980, -107.972900","","75000"
"57577","10905-1026","41.703639, -107.757194","","75000"
"57578","10905-1027","41.736810, -107.970280","","75000"
"57579","10905-1028","33365 I-70 BS","","75000"
"57580","10905-1029","169 S Chicaskia Rd","","75000"
"57581","10905-1030","90624 Co Rd F","","75000"
"57582","10905-1031","108 Albert Ave","","75000"
"57583","10907-1000","11903 Hwy 707","","25000"
"57584","10907-1001","2440 Augusta HIGHWAY","","25000"
"57585","10907-1002","6310 Old Oak Ridge Rd","","25000"
